,cigever,cigtry,cigyfu,cig30av,cigage,alcever,alctry,alcyfu,aldaypwk,mjever,mjage,mjyfu,mrdaypwk,snfamjev,lsd,psilcy,dmtamtfxy,salviadiv,lsdage,lsdyfu,abusealc,abusemrj,dstngd30,suicthnk,yodprev,yowrage,yowrdbtr,yowrsthk,year,irpinc3,catag6,health,irwrkstat,ireduhighst2,newrace2,irsex,snrlgimp
170,2,991,9991,91,991,1,22,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,2,1,11,7,2,3
171,2,991,9991,91,991,1,23,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,3,4,8,7,2,4
172,1,17,9999,93,999,1,15,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,2,3,1,5,7,2,3
173,1,22,9999,3,30,1,21,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,4,4,4,8,1,1,2
174,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,94,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,6,4,4,2,2,2,94
175,2,991,9991,91,991,1,16,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,4,2,4,8,1,2,94
176,2,991,9991,91,991,1,16,9999,1,1,16,9999,99,1,1,1,2,2,19,9999,0,0,4,2,99,999,99,99,2019,7,2,3,1,11,1,1,97
177,1,25,9999,93,25,1,23,9999,99,1,26,9999,93,1,1,2,2,2,37,9999,0,0,5,2,99,999,99,99,2019,4,6,2,2,9,5,2,1
178,1,18,9999,93,20,1,17,9999,6,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,3,2,1,9,1,1,3
179,1,16,9999,93,999,1,16,9999,99,1,17,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,4,2,8,1,1,2
180,1,12,9999,4,20,2,991,9991,91,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,1,1,8,1,1,4
181,1,12,9999,4,14,1,12,9999,99,1,10,9999,93,1,1,1,2,1,16,9999,0,0,4,2,99,999,99,99,2019,2,3,2,1,9,6,2,3
182,2,991,9991,91,991,2,991,9991,91,1,13,9999,6,99,1,2,2,2,15,2019,0,0,99,99,1,999,99,99,2019,1,1,4,2,6,1,1,99
183,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,2,3,1,8,3,2,3
184,2,991,9991,91,991,1,21,2018,99,1,22,2019,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,1,11,2,2,4
185,1,22,9999,3,29,1,18,9999,99,1,12,9999,93,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,3,3,3,2,6,2,2,3
186,1,7,9999,93,999,1,12,9999,4,1,20,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,5,1,4,11,1,1,3
187,1,18,9999,93,999,1,15,9999,2,1,20,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,2,1,11,1,2,1
188,2,991,9991,91,991,1,21,9999,1,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,1,1,2
189,2,991,9991,91,991,1,17,2017,99,2,991,9991,91,1,1,2,2,2,997,9997,0,0,5,2,99,999,99,99,2019,1,2,2,3,8,7,1,4
190,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,3,4,7,7,2,3
191,1,18,2018,93,999,1,17,9999,99,1,17,9999,4,1,2,2,2,2,991,9991,0,0,4,2,99,999,99,99,2019,1,2,2,1,9,1,1,1
192,2,991,9991,91,991,1,4,9999,94,1,994,9994,3,99,91,91,91,91,991,9991,0,0,99,99,94,998,98,98,2019,1,1,3,2,5,6,1,99
193,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,2,3,4,9,6,2,3
194,1,18,9999,5,19,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,3,4,10,2,1,3
195,1,12,9999,6,12,1,13,9999,93,1,12,9999,3,2,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,2,4,4,3,11,4,2,4
196,1,18,2018,93,999,1,18,2018,99,1,14,9999,5,1,91,91,91,91,991,9991,0,0,97,2,99,999,99,99,2019,1,2,4,3,7,7,1,97
197,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,1,2,4
198,2,991,9991,91,991,1,22,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,2,1,10,1,1,3
199,1,16,9999,93,999,1,18,9999,99,1,42,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,6,2,4,11,1,1,1
200,2,991,9991,91,991,1,16,9999,99,1,49,2019,99,1,91,91,91,91,991,9991,0,1,5,2,99,999,99,99,2019,4,4,2,1,11,2,2,3
201,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,1,2,2019,1,1,2,99,4,7,2,99
202,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,3,1,4,7,2,2,4
203,1,18,9999,93,999,1,21,9999,4,1,18,9999,99,1,2,1,2,2,991,9991,0,0,4,2,99,999,99,99,2019,5,3,1,1,11,1,2,2
204,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,13,1,1,2019,1,1,2,2,5,1,1,99
205,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,1,7,1,99
206,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,3,1,1,99
207,1,13,2018,93,999,1,13,2018,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,4,1,1,99
208,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,3,1,2,9,5,2,3
209,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,5,4,4,2,7,1,4
210,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,2,1,2,2,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,1,1,1,99
211,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,4,7,1,99
212,1,18,9999,93,999,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,4,11,1,1,1
213,1,14,9999,5,15,1,12,9999,93,1,17,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,5,3,1,7,7,1,3
214,1,18,9999,93,999,1,15,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,4,11,7,2,3
215,1,20,9999,93,30,1,25,9999,99,1,44,9999,93,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,2,6,4,2,9,5,1,3
216,1,19,9999,93,999,1,21,9999,2,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,6,3,3,1,11,1,1,3
217,1,22,9999,93,999,1,19,9999,3,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,2,1,11,1,2,4
218,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,10,99,99,2019,1,1,2,99,2,1,1,99
219,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,6,1,1,99
220,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,6,1,1,99
221,1,18,9999,2,999,1,20,9999,1,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,3,5,7,1,1
222,2,991,9991,91,991,1,11,2017,93,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,99,1,1,2,99
223,1,18,9999,93,999,1,14,9999,3,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,2,1,2,9,7,2,1
224,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,1,1,2019,1,1,2,99,2,1,2,99
225,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,3,99,1,3,1,99
226,2,991,9991,91,991,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,2,8,1,1,3
227,1,17,9999,93,999,1,16,9999,2,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,1,4,11,1,2,3
228,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,1,7,2,99
229,1,17,9999,93,999,1,12,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,7,3,3,1,11,2,2,4
230,1,17,9999,2,999,1,14,9999,4,2,991,9991,91,2,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,4,3,1,1,11,1,2,2
231,1,17,9999,93,20,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,3,1,8,7,1,3
232,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,5,2,2,11,5,2,4
233,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,5,1,2,99
234,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,3,1,1,11,1,2,3
235,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,1,1,11,5,2,4
236,2,991,9991,91,991,1,15,9999,3,1,20,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,2,1,1,11,2,2,3
237,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,1,3,8,2,1,1
238,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,1,4,10,5,1,1
239,2,991,9991,91,991,1,17,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,2,4,8,7,1,3
240,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,4,4,3,9,5,2,1
241,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,3,2,9,5,1,4
242,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,6,4,4,1,1,2,4
243,1,18,9999,93,999,1,14,9999,99,1,15,9999,99,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,4,2,2,1,9,1,1,2
244,1,15,9999,93,15,1,16,9999,5,1,16,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,5,2,1,10,1,1,3
245,2,991,9991,91,991,1,21,9999,5,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,1,4,11,1,2,2
246,1,13,9999,1,15,1,15,9999,99,1,14,9999,99,1,1,1,2,2,25,9999,0,0,5,2,99,999,99,99,2019,5,3,1,1,11,1,1,2
247,1,24,9999,93,999,1,17,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,3,2,1,10,5,2,4
248,1,17,9999,3,19,1,16,9999,99,1,18,9999,99,1,2,2,2,2,991,9991,0,0,3,2,99,999,99,99,2019,1,3,3,3,9,2,2,4
249,1,13,9999,4,14,1,16,9999,3,1,14,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,2,1,7,2,1,4
250,1,18,9999,93,999,1,10,9999,93,2,991,9991,91,1,1,2,2,2,21,9999,0,0,2,2,99,999,99,99,2019,5,5,3,1,9,1,1,3
251,1,16,9999,93,16,1,16,9999,99,1,21,9999,93,1,1,2,2,2,22,9999,0,0,5,2,99,999,99,99,2019,3,4,2,1,11,1,2,4
252,1,13,9999,93,999,1,13,9999,93,1,12,9999,93,99,1,2,2,2,994,9994,0,0,99,99,1,12,1,1,2019,1,1,3,4,5,1,2,99
253,1,15,9999,4,22,1,17,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,5,5,4,6,7,2,3
254,1,7,9999,4,12,1,11,9999,99,1,9,9999,99,99,1,1,2,2,11,9999,0,0,99,99,97,998,98,98,2019,1,1,1,99,4,1,1,99
255,1,10,9999,93,16,1,16,9999,4,1,16,9999,99,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,5,1,2
256,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,4,6,3,1,99
257,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,7,1,1,99
258,1,14,9999,93,18,1,15,9999,93,1,26,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,1,4,8,1,2,1
259,1,18,9999,93,19,1,18,9999,2,1,16,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,3,2,1,11,1,1,3
260,1,17,9999,2,18,1,17,9999,99,1,26,9999,99,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,2,3,4,1,10,1,2,4
261,2,991,9991,91,991,1,20,9999,99,1,18,9999,6,1,2,1,2,2,991,9991,0,0,4,1,99,999,99,99,2019,3,2,2,1,11,1,1,1
262,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,99,2,1,2,99
263,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,9,1,1,2019,1,1,2,99,3,3,1,99
264,2,991,9991,91,991,2,991,9991,91,1,30,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,6,1,4,11,1,1,4
265,2,991,9991,91,991,1,21,2019,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,1,1,99,999,99,99,2019,1,2,3,1,8,1,2,3
266,1,21,9999,4,21,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,3,3,1,9,2,2,3
267,2,991,9991,91,991,1,22,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,3,2,10,1,2,3
268,2,991,9991,91,991,1,18,9999,1,1,16,9999,99,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,3,2,9,2,2,3
269,2,991,9991,91,991,1,13,2018,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,99,3,1,2,99
270,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,2,2,1,8,1,1,4
271,2,991,9991,91,991,1,20,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,4,2,7,1,1,3
272,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,3,7,1,99
273,1,20,9999,93,999,1,17,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,3,2,8,7,2,3
274,1,13,9999,3,18,1,14,9999,4,1,18,9999,93,1,91,91,91,91,991,9991,1,0,5,2,99,999,99,99,2019,7,3,3,1,11,1,1,4
275,1,17,9999,93,17,1,15,9999,99,1,17,9999,93,3,1,2,2,2,18,9999,0,0,5,2,99,999,99,99,2019,6,6,3,4,11,5,1,2
276,1,14,9999,93,18,1,14,9999,1,1,16,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,2,4,9,6,2,2
277,1,12,9999,4,16,1,12,9999,99,1,12,9999,3,1,1,1,2,2,18,9999,0,0,5,2,99,999,99,99,2019,4,3,3,1,9,1,1,4
278,2,991,9991,91,991,1,17,9999,99,1,16,9999,93,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,3,3,2,1,8,4,1,1
279,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,4,7,1,99
280,1,12,9999,93,12,1,15,9999,1,1,17,9999,93,1,1,1,2,2,17,9999,0,0,4,2,99,999,99,99,2019,2,4,4,4,6,1,1,2
281,2,991,9991,91,991,1,9,9999,93,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,1,1,99
282,1,17,9999,93,999,1,14,9999,4,1,17,9999,99,1,2,1,2,2,991,9991,0,0,4,2,99,999,99,99,2019,2,2,1,1,11,1,1,1
283,1,30,9999,93,30,1,14,9999,93,1,13,9999,7,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,1,4,3,4,7,5,2,1
284,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,5,3,4,1,7,2,3
285,1,9,9999,93,999,1,11,9999,93,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,3,99,2,1,1,99
286,1,16,9999,93,999,1,16,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,3,1,10,1,2,4
287,1,12,9999,93,14,1,15,9999,3,1,16,9999,99,1,91,91,91,91,991,9991,0,0,3,1,99,999,99,99,2019,1,3,2,2,7,1,2,2
288,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,3,2,4,9,2,2,3
289,1,16,9999,93,999,1,15,9999,7,1,14,9999,7,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,4,3,1,9,1,2,1
290,1,14,9999,93,16,1,15,9999,99,1,14,9999,99,1,1,1,1,1,21,9999,1,0,4,2,99,999,99,99,2019,1,2,1,3,11,1,1,1
291,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,2,2,1,99
292,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,4,99,3,1,1,99
293,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,1,1,2019,1,1,2,99,3,7,1,99
294,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,14,1,2,2019,1,1,1,4,5,1,2,99
295,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,2,7,1,99
296,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,6,5,4,11,7,2,1
297,1,16,9999,5,16,1,16,9999,93,1,16,9999,93,1,1,1,2,2,24,9999,0,0,5,2,99,999,99,99,2019,1,5,4,4,8,3,2,1
298,1,10,9999,4,13,1,12,9999,93,1,12,9999,93,1,2,2,2,2,991,9991,0,0,5,2,99,999,99,99,2019,3,2,4,1,8,1,2,3
299,1,17,9999,93,999,1,17,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,1,1,11,1,1,1
300,1,17,9999,93,999,1,16,9999,2,1,20,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,1,1,11,7,1,2
301,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,6,4,1,99
302,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,3,1,2,99
303,1,16,9999,93,999,1,12,9999,7,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,4,2,1,10,1,2,3
304,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,1,2,99
305,2,991,9991,91,991,1,5,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,4,4,11,1,2,3
306,2,991,9991,91,991,1,15,9999,2,1,20,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,4,2,9,2,2,3
307,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,99,2,7,2,99
308,1,13,9999,93,13,2,991,9991,91,1,13,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,2,1,9,1,1,1
309,1,18,9999,1,999,1,16,9999,4,1,16,9999,99,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,2,2,1,8,7,2,1
310,1,12,9999,93,999,1,14,9999,2,1,9,9999,93,1,1,2,2,2,18,9999,0,0,5,2,99,999,99,99,2019,6,4,3,1,9,7,1,3
311,2,991,9991,91,991,1,14,2019,99,1,14,2018,3,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,4,1,2,99
312,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,1,99,999,99,99,2019,2,2,2,2,9,5,1,4
313,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,14,2,2,2019,1,1,1,99,4,1,2,99
314,1,12,9999,93,999,1,12,9999,2,1,16,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,1,2,9,2,1,2
315,2,991,9991,91,991,1,13,9999,93,1,14,2018,99,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,5,7,1,99
316,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,2,3,3,8,4,2,2
317,2,991,9991,91,991,1,14,2018,99,1,14,2019,99,99,91,91,91,91,991,9991,0,0,99,99,1,13,1,2,2019,1,1,2,99,4,1,2,99
318,2,991,9991,91,991,1,24,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,5,2,4,9,2,1,3
319,1,18,9999,4,19,1,21,9999,93,1,16,9999,93,3,2,1,2,2,991,9991,0,0,3,2,99,999,99,99,2019,2,5,3,4,9,3,2,4
320,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,1,4,9,7,2,3
321,1,15,9999,93,999,1,16,9999,93,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,2,3,1,1,7,1,3
322,2,991,9991,91,991,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,3,7,7,1,1
323,1,16,9999,1,999,1,15,9999,1,1,14,9999,7,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,4,1,8,7,2,4
324,1,19,9999,93,999,1,18,9999,99,1,22,9999,93,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,7,6,4,1,9,1,2,4
325,2,991,9991,91,991,1,17,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,2,1,11,1,2,4
326,2,991,9991,91,991,1,16,2019,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,2,7,1,2,99
327,2,991,9991,91,991,1,18,9999,93,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,4,1,1,11,7,2,4
328,2,991,9991,91,991,1,18,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,6,4,4,8,1,1,3
329,1,12,9999,4,12,1,12,9999,93,1,12,9999,93,1,1,1,1,2,16,9999,0,0,2,2,99,999,99,99,2019,3,3,4,2,9,1,2,2
330,1,20,9999,93,999,1,12,9999,2,1,17,9999,3,1,1,1,2,2,25,2018,0,0,4,2,99,999,99,99,2019,7,3,2,1,11,1,2,1
331,2,991,9991,91,991,1,16,9999,2,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,6,3,4,11,1,1,2
332,1,18,9999,6,20,1,21,9999,99,1,25,9999,93,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,4,3,4,8,1,2,3
333,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,3,2,1,99
334,1,16,9999,3,999,1,16,9999,99,2,991,9991,91,1,1,2,2,2,19,9999,0,0,3,1,99,999,99,99,2019,2,2,3,1,8,2,2,3
335,1,16,9999,93,999,1,16,9999,99,1,16,9999,93,1,2,2,2,2,991,9991,0,0,5,2,99,999,99,99,2019,6,4,2,1,11,1,2,4
336,1,14,9999,93,17,1,14,9999,99,1,17,9999,93,1,91,91,91,91,991,9991,0,0,4,1,99,999,99,99,2019,7,3,2,1,11,1,1,4
337,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,4,99,2,5,1,99
338,1,19,9999,93,999,1,17,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,7,2,2,1,11,5,1,3
339,1,20,9999,93,22,1,16,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,2,1,9,1,1,97
